AZERBAYCAN,AZERBAYCAN TIP ÜNİVERSİTESİ İÇİN KAYIT DANIŞMANLIK : 1500USD,,,,,,,,
Bilgisayar Bilimleri,1200$,Azerbaycan Türkçesi - RUSÇA,,Uluslararası Ticaret,2300$,Gıda Kalite Yönetimi,3000$,,
Uluslararası ticaret ve lojistik,1250$,Azerbaycan Türkçesi - İNG,,Uluslararası Finans ve döviz kredisi,2300$,Eğitim yönetimi, 5000$,,
Pazarlama,1250$,Azerbaycan Türkçesi - İNG - RUS,,İmalat sektöründe muhasebe ve denetim,2300$,,,,
İşletme yönetimi,1500$,Azerbaycan Türkçesi - İNG,,Hizmet sektöründe muhasebe ve denetim,2300$,,,,
Devlet Idaresi ve Yönetimi,1300$,Azerbaycan Türkçesi,,Bankacılık vergilendirme,2300$,,,,
İşletme,1300$,Azerbaycan Türkçesi - RUSÇA,,Güvenlik işlemlerinin organizasyonu,2300$,,,,
Bilişim Teknolojileri,1300$,Azerbaycan Türkçesi - RUSÇA,,Mali yönetim finansal Piyasalar ,2300$,,,,
Bilgi Güvenliği,1120$,Azerbaycan Türkçesi - İNG,,İş İdaresi ,2200$,,,,
Bilgisayar Teknolojileri Mühendisliği ,1100$,Azerbaycan Türkçesi - RUSÇA,,"Tasarım ve Teknik estetik Dizayn, Dünya Ekonomisi ",2200$,,,,
Dizayn Alana göre},1800$,Azerbaycan Türkçesi - RUSÇA,,İşletme,2200$,,,,
Gıda Muhendisliği ,1100$,Azerbaycan Türkçesi,, Personel yönetimi,2200$,,,,
Ekoloji Muhendisliği,1100$,Azerbaycan Türkçesi,,Pazarlama Lojistik ticaret,2200$,,,,
Elektrik Elektronik Mühendisliği ,1000$,Azerbaycan Türkçesi,,İşletme yönetimin Yönetimi,2200$,,,,
Sanayi Mühendisliği ,1000$,Azerbaycan Türkçesi,,Ticaret faaliyetleri,2200$,,,,
Makine Mühendisliği ,1000$,Azerbaycan Türkçesi,,Reklamcılık,2200$,,,,
Malzeme Mühendisliği ,1000$,Azerbaycan Türkçesi,,Elektronik ticaret ,2100$,,,,
,,,,Pazarlama,2100$,,,,
,,,,Endüstri Yönetimi Mühendisliği,2100$,,,,
,,,,Turizm Ekonomisi,2100$,,,,
,,,,Emek Ekonomisi,2100$,,,,
,,,,Ekonometri,2100$,,,,
,,,,Tarım ekonomisi Stratejik yönetim,2100$,,,,
,,,,İnovasyon ve proje yönetimi ,2000$,,,,
,,,,Ekonomi,2000$,,,,
,,,,İktisat,2000$,,,,
,,,,Mikroekonomik politika,2000$,,,,
,,,,Çevrebilim,2000$,,,,
,,,,Bilgisayar Bilimleri,2000$,,,,
,,,,Ticaret,2000$,,,,
,,,,Kamu Yönetim,2000$,,,,
,,,,Ekoloji,2000$,,,,
,,,,Yönetim Bilgi teknolojileri,2000$,,,,
,,,, Bilgi sistemleri mühendisliği,2000$,,,,
,,,,Bilgi sistemleri,2000$,,,,
,,,,Restorasyon ve çevre Koruma,2000$,,,,
,,,,Bilişim Teknolojileri telekomünikasyon,2000$,,,,
,,,,Uygulama yazılımı,2000$,,,,
,,,,Sosyal Çalışma ,2000$,,,,
,,,,Restorasyon yönetimi,2000$,,,,
,,,,Catering teknolojisi ve organizasyonu,2000$,,,,
,,,,Şarap Teknolojileri,2000$,,,,
,,,,Gıda Güvenliği ve gıda Mühendisliği,2000$,,,,
,,,,Gıda Pazarlama ve gümrük muayenesi,2000$,,,,
,,,,Tüketim malları Teknoloji Mühendisliği,2000$,,,,
,,,,Gıda tüketicilerin incelemesi ve mal pazarlanması,2000$,,,,
,,,,Metroloji ve iş güvenliği,2000$,,,,
,,,,İstatistik Yönetim,2000$,,,,
,,,,Teknolojik Makineler,2000$,,,,
,,,,Saha Ekipman Mühendisliği,2000$,,,,
,,,,Elektrik elektronik Mühendisliği ,1700$,,,,
,,,,Teknolojik gıda makine ekipmanları ve ticareti,1700$,,,,
,,,,Sosyal Medya ve pazarlaması,1700$,,,,
,,,,İşletme ve Veri analitiği,1700$,,,,
,,,,Sağlık Yönetimi,1700$,,,,
,,,,Spor Yönetimi,1700$,,,,
,,,,Mühendislik ve risk yönetimi,1700$,,,,
,,,,Turizm ve Otel İşletmeciliği,1700$,,,,
,,,,Proje yönetimi,1700$,,,,
,,,,Finans Uluslararası İşletme Pazarlama,1700$,,,,
,,,,Menkul kıymetler İşletme,1700$,,,,
,,,,İnsan kaynakları yönetimi,1700$,,,,
,,,,Banka ve sigorta yönetimi,1700$,,,,
,,,,Yönetim,1700$,,,,
,,,,Muhasebe,1700$,,,,
,,,,Uluslararası lojistik ve tedarik yönetimi,1700$,,,,
,,,,Siber güvenlik,1700$,,,,
,,,,Vergi yönetimi ve vergi planlaması,1700$,,,,
AZERBAYCAN HAVACILIK ÜNİVERSİTESİ  ,,DİL ,HAZIRLIK ÜCRETİ: 4706 $ 8.000 manat,,,,,,
Pilotajlık,- bu sene kayıt almıyor,İNGİLİZCE,ÖĞRENCİ HAZIRLIK DA OKUSA LİSANS DA OKUMAK İSTESE SKYPE ÜZERİNDEN SINAVA GİRİYOR,,,,,,
Uçak Mühendisliği ,- bu sene kayıt almıyor,İNGİLİZCE,"SINAV İÇERİĞİ MATEMATİK (MAT2) , FİZİK , GEOMETRİ VE DİL SINAVI",,,,,,
Havacılık ve Uzay Mühendisliği,4706 $ 8.000 manat,İNGİLİZCE,,,,,,,
Hava Ulaştırma ve Lojistik İşletmeciliği Mühendisliği,4706 $ 8.000 manat,Azerbaycan Türkçesi - İNG - RUS,,,,,,,
Havacılık Bilişim Teknolojileri,4706 $ 8.000 manat,Azerbaycan Türkçesi - İNG - RUS,,,,,,,
Hidrometeoroloji,4706 $ 8.000 manat,Azerbaycan Türkçesi - İNG - RUS,,,,,,,
Trafik Hava Kontrol Memurlugu,4706 $ 8.000 manat,Azerbaycan Türkçesi,,,,,,,
Havacılık Hukuku ,4706 $ 8.000 manat,Azerbaycan Türkçesi - RUSÇA,,,,,,,
Havacılık Cihaz Mühendisliği,4706 $ 8.000 manat,Azerbaycan Türkçesi - RUSÇA,,,,,,,
Bilgisayar Mühendisliği,4706 $ 8.000 manat,Azerbaycan Türkçesi - İNG - RUS,,,,,,,
NAHCIVAN DEVLET ÜNİVERSİTESİ,,DİL,EK BİLGİLER,YUKSEKLİSANS 2500$,DOKTORA,ÜCRET,,,
Tıp 6 Yıl,3000$,Azerbaycan Türkçesi,HAZIRLIK 3000$,Teknoloji Öğretmenliği,Anestezi ve Yoğun bakım,3500$,,,
Diş Hekimliği 5 Yıl,3000$,Azerbaycan Türkçesi,,Müzik Öğretmenliği ,Genel Cerrahi,3500$,,,
Ezcacılık 4 Yıl,3000$,Azerbaycan Türkçesi,OTURUM İZNİ ÜCRETİ ,Pedagoji Tarihi,Kardivasyüler Cerrahi,3500$,,,
Halk Sağlığı 4 Yıl,3000$,Azerbaycan Türkçesi,100$-150$,Tarih Öğretmenliği,Üroloji,3500$,,,
Hukuk,3000$,Azerbaycan Türkçesi,İki Dönem Kayıt Var,Türk Dünyası tarihi,Ebe ve Kadın hastalıkları ,3500$,,,
Veterinerlik 4 Yıl,1800$,Azerbaycan Türkçesi,1. Yurt 40$       ,Arkeoloji,Patoloji,3500$,,,
Askeri Tıp,1200$,Azerbaycan Türkçesi,2.Yurt 60$*100$          ,Mimari Eserler,Diş Hekimliği,3500$,,,
Psikoloji,1800$,Azerbaycan Türkçesi,Ev 100$-300$ ,Ceza Hukuku,Epidemoloji,3500$,,,
Mimarlık,1800$,Azerbaycan Türkçesi,,Oyunculuk Tarihi,Anıtların Restorasyonu,3500$,,,
Müzikoloji ,1800$,Azerbaycan Türkçesi,,Medeni ve Ekonomik Hukuk,Genel Pedagoji,1500$,,,
Enstrümantal Performans(Halk Calgıları),1800$,Azerbaycan Türkçesi,,Uluslararası İlişkiler ve Diplomasi,Mikrobiyoloji,3500$,,,
Enstrümantal Performans(Piyano),1800$,Azerbaycan Türkçesi,,Müzik Şarkıcılık vokal performansı,Müzik Sanatı,3500$,,,
Enstrümantal Performans(Yaylı Çalgılar),1800$,Azerbaycan Türkçesi,,Müzik Enstrümanları Ferformansı Tarihi,Sosyal Felsefe,1500$,,,
Oyunculuk Sanatı,1800$,Azerbaycan Türkçesi,,Müzik Eleştirmeni ,Umumi Felsefe,1500$,,,
Müzik Öğretmenliği,1800$,Azerbaycan Türkçesi,,Etnomüzikoloji*Bestecilik,Analiz ve Fonksiyonel Analiz,3500$,,,
Vokal Sanatı )Alana Göre),1800$,Azerbaycan Türkçesi,,Ekonomik İlişkiler,Eğitim ve yetiştirme Metadolojisi,1500$,,,
Güzel Sanatlar Öğretmenliği,1800$,Azerbaycan Türkçesi,,Ekonomi ,Genel Tarih,1500$,,,
Resim ,1800$,Azerbaycan Türkçesi,,Stratejik Yönetim,Mimarlık Tarihi  ve Restorasyonu,3500$,,,
Biyoloji,1200$,Azerbaycan Türkçesi,,Matematik Öğretmenliği,İktisat,3500$,,,
Biyoloji Öğretmenliği,1200$,Azerbaycan Türkçesi,,Bilişim Öğretmenliği,Matematik,3500$,,,
Kimya,1200$,Azerbaycan Türkçesi,,Fizik (Yarı İletken),Analiz,3500$,,,
Kimya Öğretmenliği,1200$,Azerbaycan Türkçesi,,Kimya Öğretmenliği,Foksiyonel analiz,3500$,,,
Coğrafya,1200$,Azerbaycan Türkçesi,,Botanik,Beden Eğitimi Öğretmenliği,1500$,,,
Coğrafya Öğretmenliği,1200$,Azerbaycan Türkçesi,,Veterinerlik Cerrahisi,,,,,
Sosyal Hizmetler ,1200$,Azerbaycan Türkçesi,,Biyoteknoloji,,,,,
Beden Eğitimi ve Spor,1200$,Azerbaycan Türkçesi,,Cografya Öğretmenliği,,,,,
Teknoloji Öğretmenliği,1200$,Azerbaycan Türkçesi,,Toprak Bilimi,,,,,
Antrenörlük,1200$,Azerbaycan Türkçesi,,Bitki Genetiği,,,,,
Felsefe,1200$,Azerbaycan Türkçesi,,Elektrik Sistemleri,,,,,
Bölgesel Calışmalar (Avrupa Üzerine),1200$,Azerbaycan Türkçesi,,Bilgi Teknolojileri,,,,,
Finans,1200$,Azerbaycan Türkçesi,,Yönetim Bilgi Sistemleri,,,,,
Uluslararası İlişkiler,1200$,Azerbaycan Türkçesi,,Telekomünikasyon Sistemleri,,,,,
Devlet ve Halkla İlişkiler,1200$,Azerbaycan Türkçesi,,Trafik güvenliği Organize,,,,,
Turizm İşletmeleri Organizasyonu,1200$,Azerbaycan Türkçesi,,Ekonomik Sosyal Caoğrafya,,,,,
Kamu Yönetimi,1200$,Azerbaycan Türkçesi,,Biyoloji Öğretmenliği,,,,,
Muhasebe,1200$,Azerbaycan Türkçesi,,Fiziksel Kimya,,,,,
Ekonomi  (Azerice*İng),1200$,Azerbaycan Türkçesi,,Mimarlık Restorasyon,,,,,
Pazarlama,1200$,Azerbaycan Türkçesi,,Bilgi ve Güvenlik,,,,,
Yönetim,1200$,Azerbaycan Türkçesi,,Güzel Sanatlar Öğretmenliği,,,,,
Uluslararası Ticaret ve Lojistik,1200$,Azerbaycan Türkçesi,,Şehircilik,,,,,
Azerbaycan Dili ve Edebiyatı Öğretmenliği,1200$,Azerbaycan Türkçesi,,Beden Eğitimi ve Spor,,,,,
Tarih Öğretmenliği,1200$,Azerbaycan Türkçesi,,Resim,,,,,
Gazetecilik Radyo TV,1200$,Azerbaycan Türkçesi,,Simultane Tecumanlık (İngilizce),,,,,
Kütüphancilik ve Arşiv Faaliyetleri,1200$,Azerbaycan Türkçesi,,Geometri,,,,,
Müzecilik ve Anıtların Korunması,1200$,Azerbaycan Türkçesi,,İş ve Yönetim Bankacılığı,,,,,
Tarih ,1200$,Azerbaycan Türkçesi,,Genel Psikoloji,,,,,
Fars Dili Edebiyatı,1200$,Azerbaycan Türkçesi,,Matematiksel Analiz,,,,,
İngilizce Dil Öğretmenliği,1200$,Azerbaycan Türkçesi,,Halk enstrümanları Öğretmenliği,,,,,
Fransızca Dil Öğretmenliği,1200$,Azerbaycan Türkçesi,,Eczacılık-Farmakoloji,,,,,
Almanca Dil Öğretmenliği,1200$,Azerbaycan Türkçesi,,Sosyal Hizmetler,,,,,
Rusça Dil Öğretmenliği,1200$,Azerbaycan Türkçesi,,Turizm ve Otel Yönetimi ,,,,,
Tercumanlık(İngilizce)Çeviri İngilizce,1200$,Azerbaycan Türkçesi,,Azerbaycan Dili ve Edebiyatı,,,,,
Matematik Öğretmenliği,1200$,Azerbaycan Türkçesi,,Kaynaklar,,,,,
Fizik*Fizik Öğretmenliği,1200$,Azerbaycan Türkçesi,,Radyo Tv Gazetecilik,,,,,
Matematik,1200$,Azerbaycan Türkçesi,,Kütüphane Bilimi,,,,,
Bilgi Teknolojileri,1200$,Azerbaycan Türkçesi,,Müze Çalışması ve Anıtların Korunması ,,,,,
Bilişim ,1200$,Azerbaycan Türkçesi,,Rus Dili Öğretmenliği,,,,,
Elektrik ve Elektronik Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Islah Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Proses Otomasyon Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Güç Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Ulaştırma Mühendisliği Kara*Tren*Hava,1200$,Azerbaycan Türkçesi,,,,,,,
Çevre Ekoloji Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Bilgisayar Mühendisliği ,1200$,Azerbaycan Türkçesi,,,,,,,
Toprak Bilimi veEkoloji Tarım Kimyası,1200$,Azerbaycan Türkçesi,,,,,,,
Arazi Yapısı ve Gayrimenkul,1200$,Azerbaycan Türkçesi,,,,,,,
BiyoTeknoloji,1200$,Azerbaycan Türkçesi,,,,,,,
Pedagoji,1200$,Azerbaycan Türkçesi,,,,,,,
Yer Trafik Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Elektrik Güç Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Elektrik Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Elektronik Bilgi Sistemleri Telekomünikasyon,1200$,Azerbaycan Türkçesi,,,,,,,
Su Kaynakları Mühendisliği ve Ekonomisi,1200$,Azerbaycan Türkçesi,,,,,,,
İnşaat Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Jeodezi ve Kartografi Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Geomatik ve Jeoloji Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Ziraat  Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
Sivil savunma Güvenlik,1200$,Azerbaycan Türkçesi,,,,,,,
Doğa Bilimleri,1200$,Azerbaycan Türkçesi,,,,,,,
Enerji Mühendisliği,1200$,Azerbaycan Türkçesi,,,,,,,
BATI  HAZAR ÜNİVERSİTESİ ,,DİL,EK BİLGİLER,YÜKSEK LİSANS*DOKTORA,ÜCRET,,,,
Bilgi Sistem Güvenliği  ,2700$,Azerbaycan Türkçesi,HAZIRLIKSIZDA OLUR,Genetik ,2700$*3000$,,,,
Makine Mühendisliği,2700$,Azerbaycan Türkçesi,150$-250$ *Ev 500*600 Manat             ,Moleküler Biyoloji ,2700$*3000$,,,,
Cihaz Mühendisliği,2700$,Azerbaycan Türkçesi,OTURUM İZNİ ÜCRETİ ,Dil Bilimi,2700$*3000$,,,,
Mekatronik Ve Robotik Mühendisliği  ,2700$,Azerbaycan Türkçesi,100$-150$,Turizm ve Otel Yönetimi ,2700$*3000$,,,,
Ziraat ,2700$,Azerbaycan Türkçesi,,İşletme Yönetimi MBA,2700$*3000$,,,,
Bilişim Teknolojileri ,2700$,Azerbaycan Türkçesi,,Elektronik Ticaret İnovasyon Ve Proje Yönetimi ,2700$*3000$,,,,
Görsel Tasarım ,2700$,Azerbaycan Türkçesi,,Akıllı Şehir Sistemi Yönetimi,2700$*3000$,,,,
Sosyal Psikoloji ,2700$,Azerbaycan Türkçesi,,Kafkas Halkları ,2700$*3000$,,,,
Ekoloji,2700$,Azerbaycan Türkçesi,DOKTORA,Klinik Psikoloji – Sosyal Psikoloji ,2700$*3000$,,,,
Biyoloji ,2700$,Azerbaycan Türkçesi,Diplomasi,Yasal Psikoloji ,2700$*3000$,,,,
Psikoloji,2700$,Azerbaycan Türkçesi,Teknik Grafik dizayn,Uluslararası İlişkiler Ve Diplomasi ,2700$*3000$,,,,
Uluslararası İlişkiler ,2700$,Azerbaycan Türkçesi,Uluslararası İlişkiler,Bilgisayar Mühendisliği,2700$*3000$,,,,
Siyaset Bilimi ,2700$,Azerbaycan Türkçesi,Saha Ekonomisi,Yazılım Uygulamaları,2700$*3000$,,,,
 İngiliz Dili Ve Edebiyatı,2700$,Azerbaycan Türkçesi,Genel Ekonomi,Bilgi Sistemleri,2700$*3000$,,,,
Tercümanlık(İngilizce-Almanca-Fransızca-Çince ) ,2700$,Azerbaycan Türkçesi,Siyasi Kurumlar Felsefesi,Diplomasi,2700$*3000$,,,,
Turist Rehberi ,2700$,Azerbaycan Türkçesi,Dünya Edebiyatı,Ticaret,2700$*3000$,,,,
Kamu Yönetimi,2700$,Azerbaycan Türkçesi,Dünya Ekonomisi,Turizm ,2700$*3000$,,,,
Uluslararası Ticaret ve Lojistik  ,2700$,Azerbaycan Türkçesi,Maliye ve Finans Politikası,Biyoloji* Genetik Mühendisliği,2700$*3000$,,,,
Muhasebe *Pazarlama,2700$,Azerbaycan Türkçesi,Sistematik Analiz Yönetimi veBilgi işleme ,Dünya Ekonomisi,2700$*3000$,,,,
Turizm İşletmelerinin İşletilmesi,2700$,Azerbaycan Türkçesi,Alman dilleri ,Bilgisayar Mühendisliği*Yazılım*Yönetim Bilgi Sistemleri,2700$*3000$,,,,
Yönetim,2700$,Azerbaycan Türkçesi,,Bilgi Teknolojisi ve Sistem Mühendisliği,2700$*3000$,,,,
Finans ,2700$,Azerbaycan Türkçesi,,Tarih*Uluslararası Turizm,2700$*3000$,,,,
Ekonomi Sürdürebilir Kalkınma,2700$,Azerbaycan Türkçesi,,Sosyal Felsefe,2700$*3000$,,,,
Şirket  Yönetimi ,2700$,Azerbaycan Türkçesi,,Elektronik Ticaret,2700$*3000$,,,,
İşletme Yönetimi ,2700$,Azerbaycan Türkçesi,,Uluslararası Finans,2700$*3000$,,,,
BAKÜ AVRASYA ÜNİVERSİTESİ,,DİL ,,YÜKSEK LİSANS ,ÜCRET,DOKTORA ,ÜCRET,,
Azerbaycan Dili ve Edebiyatı,1000$,Azerbaycan Türkçesi,,Azerbaycan Dili ve Edebiyatı,1000$,Dil Teorisi,3000$,,
İngiliz Dili ve Edebiyatı,1000$,Azerbaycan Türkçesi,,İngiliz Dili ve Edebiyatı,1000$,Almanca Dilleri,3000$,,
İngilizce Öğretmenliği,1000$,Azerbaycan Türkçesi,,İngilizce Öğretmenliği,1000$,Azerbaycan Dili ve Edebiyatı,3000$,,
Matematik Öğretmenliği,1000$,Azerbaycan Türkçesi,,Matematik Öğretmenliği,1000$,Folklor Çalışmaları,3000$,,
Filoloji,1000$,Azerbaycan Türkçesi,,Filoloji,1000$,Uluslararası İlişkiler ,3000$,,
Türk Dili Edebiyatı,1000$,Azerbaycan Türkçesi,,Türk Dili Edebiyatı,1000$,Türkoloji ,3000$,,
Tercümanlık,1000$,Azerbaycan Türkçesi,,Tercümanlık,1000$,,,,
Bölgesel Çalışmalar,1000$,Azerbaycan Türkçesi,,Bölgesel Çalışmalar,1000$,,,,
Turizm ,1000$,Azerbaycan Türkçesi,,Ekonomi,1000$,,,,
Çalışmalar,1000$,Azerbaycan Türkçesi,,Matematik,1000$,,,,
Bilgisayar Teknolojileri,1000$,Azerbaycan Türkçesi,,,,,,,
İktisat,1000$,Azerbaycan Türkçesi,,,,,,,
Devlet ve Belediye İdaresi,1000$,Azerbaycan Türkçesi,,,,,,,
Ekonomi,1000$,Azerbaycan Türkçesi,,,,,,,
Matematik,1000$,Azerbaycan Türkçesi,,,,,,,
Avrupa İlişkileri,1000$,Azerbaycan Türkçesi,,,,,,,
Tercümanlık(İngilizce-Almanca-Fransızca- Arap Dili) ,1000$,Azerbaycan Türkçesi,,,,,,,
Türk Dili Edebiyatı,1000$,Azerbaycan Türkçesi,,,,,,,
İngiliz Dili ve Edebiyatı,1000$,Azerbaycan Türkçesi,,,,,,,
Sosyal İş,1000$,Azerbaycan Türkçesi,,,,,,,
İşletme,1000$,Azerbaycan Türkçesi,,,,,,,
Pazarlama,1000$,Azerbaycan Türkçesi,,,,,,,
Muhasebe,1000$,Azerbaycan Türkçesi,,,,,,,
Maliye ,1000$,Azerbaycan Türkçesi,,,,,,,
HAZAR ÜNİVERSİTESİ ,,DİL ,EK BİLGİLER,YÜKSEK LİSANS ,ÜCRET,DİL ,DOKTORA,ÜCRET,DİL 
Müzİk ve Güzel Sanatlar,5000$,Azerbaycan Türkçesi,HAZIRLIK FAKÜLTESİ YOK.,Fen Bilimleri Ensitütüsü,5000$,İngilizce,"Fen Bilimleri Ensitütüsü, ",5000$,İngilizce
İngiliz Dili ve Edebiyatı,5000$,Azerbaycan Türkçesi,,Beşeri Bilimler Eğitim Sosyal Bilimler Fakültesi,5000$,İngilizce,Beşeri Bilimler Eğitim Sosyal Bilimler Fakültesi,5000$,İngilizce
Psikoloji*Hukuk,5000$,Azerbaycan Türkçesi,,İktisat ve Yönetim Bilimleri Fakültesi Bölümleri ,5000$,İngilizce,İktisat ve Yönetim Bilimleri Fakültesi Bölümleri ,5000$,İngilizce
Siyaset Bilimi ve Felsefe,5000$,Azerbaycan Türkçesi,,Petrol Gaz Mühendisliği,5000$,ingilizce,Petrol Gaz Mühendisliği,5000$,İngilizce
Tarih ve Arkeoloji,5000$,Azerbaycan Türkçesi,,Siyaset Bilimi*Dünya Politikası,5000$,İngilizce,Dünya Ekonomisi,5000$,İngilizce
Mimarlık ve Tasarım,5000$,Azerbaycan Türkçesi,,Klinik Psikoloji ,5000$,ingilizce,Politika Teorisi,5000$,İngilizce
Ekonomi ve Yönetim,5000$,Azerbaycan Türkçesi,,Finans*Ekonomi*,5000$,İngilizce,Mikrobiyoloji,5000$,İngilizce
Fizik ve Elektronik ,5000$,Azerbaycan Türkçesi,,Turizm ve Otel İşletmeciliği,5000$,İngilizce,Moleküler Biyoloji,5000$,İngilizce
Yaşam Bilimleri* Bilişim ,5000$,Azerbaycan Türkçesi,,Pazarlama*,5000$,İngilizce,İmmunoloji,5000$,İngilizce
İnşaat Mühendisliği,5000$,Azerbaycan Türkçesi,,Psikoloji ,5000$,ingilizce,Genetik,5000$,İngilizce
Bilgisayar Mühendisliği ve Bilimi,5000$,Azerbaycan Türkçesi,,Petrol ve Gaz Mühendisliği,5000$,İngilizce,Nano Teknolojisi,5000$,İngilizce
Petrol Mühendisliği,5000$,Azerbaycan Türkçesi,,Bilgisayar Bilimi ve Networks,5000$,ingilizce,Genel Pedagoji ve Tarihi,5000$,İngilizce
Kimya ve Kimya Mühendisliği,5000$,Azerbaycan Türkçesi,,Bilgisayar  Bilimleri İnformatik,5000$,İngilizce,BiyoKimya,5000$,İngilizce
Matematik*RadyoTeknik Telekomünikasyon Mühendisliği,5000$,Azerbaycan Türkçesi,,Bilgisayar Mühendisliği,5000$,ingilizce,Analitik Kimya,5000$,İngilizce
Cografya ve Cevre Mühendisliği ,5000$,Azerbaycan Türkçesi,,,,,Bilgisayar Bilimi,5000$,İngilizce
Makine Mühendisliği ,5000$,Azerbaycan Türkçesi,,,,,,,
Turizm ve Otelcilik İşletmeciliği ,5000$,Azerbaycan Türkçesi,,,,,,,
GENCE DEVLET ÜNİVERSİTESİ,,DİL ,EK BİLGİLER,YUKSEK LİSANS ,ÜCRET,,,,
Botanik,600$,Azerbaycan Türkçesi,yurtlar 50-60 AZN üç kişilik odalar,Biyoloji , 900$,,,,
Kimya,600$,Azerbaycan Türkçesi,lisans 1000 manat,Bilgisayar, 900$,,,,
Hayvancılık,600$,Azerbaycan Türkçesi,yüksek lisans 1500 manat,Beden Eğitimi, 900$,,,,
Çevre,600$,Azerbaycan Türkçesi,,Turizm Otelcilik, 900$,,,,
Ekoloji ve Doğa Bilimleri,600$,Azerbaycan Türkçesi,,Sosyal İş, 900$,,,,
Matematik Enformatik,600$,Azerbaycan Türkçesi,,Ekoloji, 900$,,,,
Geometri ve Cebir,600$,Azerbaycan Türkçesi,,Coğrafya , 900$,,,,
Bilgisayar Bilimleri ve Bilişim Öğretmenliği,600$,Azerbaycan Türkçesi,,Yaş Psikolojisi , 900$,,,,
Fizik Öğretmenliği,600$,Azerbaycan Türkçesi,,Tarih, 900$,,,,
İktisat,600$,Azerbaycan Türkçesi,,Psikoloji , 900$,,,,
İşletme,600$,Azerbaycan Türkçesi,,Çocuk Psikolojisi, 900$,,,,
Makine Mühendisliği ve Teknolojileri,600$,Azerbaycan Türkçesi,,İngiliz Dili Tercumanlığı, 900$,,,,
Bilgisayar Bilişimi,600$,Azerbaycan Türkçesi,,Azerbaycan Filolojisi, 900$,,,,
Pedagoji ve Eğitim Metodolojisi,600$,Azerbaycan Türkçesi,,İngiliz Filolojisi, 900$,,,,
Psikoloji,600$,Azerbaycan Türkçesi,,Sosyal Pedagojı, 900$,,,,
Beden Eğitimi Kondisyon Savunma Sporları,600$,Azerbaycan Türkçesi,,Fizik Öğretmenliği, 900$,,,,
Fizik Öğretmenliği,600$,Azerbaycan Türkçesi,,Teknoloji Öğretmenliği, 900$,,,,
Tarih Öğretmenliği,600$,Azerbaycan Türkçesi,,Müzik Öğretmenliği, 900$,,,,
Almanca Öğretmenliği,600$,Azerbaycan Türkçesi,,Cografya Ögretmenliği, 900$,,,,
Rusça Öğretmenliği,600$,Azerbaycan Türkçesi,,Kimya Ögretmenliği, 900$,,,,
Fransızca Öğretmenliği,600$,Azerbaycan Türkçesi,,Biyoloji Ögretmenliği, 900$,,,,
İngilizce Öğretmenliği,600$,Azerbaycan Türkçesi,,Tarih Ögretmenliği, 900$,,,,
Matematik,600$,Azerbaycan Türkçesi,,Sınıf Ögretmenliği, 900$,,,,
Beden Eğitimi Öğretmenliği,600$,Azerbaycan Türkçesi,,Pedagoji , 900$,,,,
Kimya Öğretmenliği,600$,Azerbaycan Türkçesi,,Alman Dili Metodolojisi, 900$,,,,
Biyoloji Öğretmenliği,600$,Azerbaycan Türkçesi,,Rus Dili Metodolojisi, 900$,,,,
Müzik Öğretmenliği,600$,Azerbaycan Türkçesi,,Fransız Dili Metodolojisi, 900$,,,,
Siyaset Bilimi,600$,Azerbaycan Türkçesi,,,,,,,
Sosyoloji,600$,Azerbaycan Türkçesi,,,,,,,
Felsefe Öğretmenliği,600$,Azerbaycan Türkçesi,,,,,,,
Coğrafya Öğretmenliği,600$,Azerbaycan Türkçesi,,,,,,,
Pazarlama,600$,Azerbaycan Türkçesi,,,,,,,
Stratejik Analiz,600$,Azerbaycan Türkçesi,,,,,,,
Proje Yönetimi ve Fikri Mülkiyet,600$,Azerbaycan Türkçesi,,,,,,,
Emlak Yönetimi,600$,Azerbaycan Türkçesi,,,,,,,
AZERBAYCAN NAHÇIVAN ÖĞRETMENLİK ENSTİTÜSÜ ,HAZIRLIK 2250$ PAKET,DİL ,,YÜKSEK LİSANS ,ÜCRET ,,,,
İlkokul Öğretmenliği,1000$,Azerbaycan Türkçesi,,Okul öncesi Eğitim,1200$,,,,
Okul Öncesi Öğretmenliği,1000$,Azerbaycan Türkçesi,,Eğitimde Sosyal ve Psikoloji(PDR),1200$,,,,
Matematik ve Bilgisayar Bilimleri Öğretmenliği,1000$,Azerbaycan Türkçesi,,Psikoloji ,1200$,,,,
Güzel İnce sanatlar Öğretmenliği,1000$,Azerbaycan Türkçesi,,,,,,,
Psikoloji,1000$,Azerbaycan Türkçesi,,,,,,,
