,,,,Gürüntülü İletişim,3.000 €,İngilizce
,,,,Deneysel ve Kurumsal Dil Bilimi,3.000 €,İngilizce
,,,,Uluslararası ve Avrupa Hukuku,3.000 €,İngilizce
WROCLAW EKONOMİ  ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Finans,2.500 €,İngilizce,Hazırlık 4000€,Finans ,2.500 €,İngilizce
İşletme,2.500 €,İngilizce,Ev Kirası  200€*300€                                 ,Uluslararası İşletme,2.500 €,İngilizce
Uluslararası İşletme,2.500 €,İngilizce,Yurt 120€*160€,İşletme,2.500 €,İngilizce
İşletme Enformatiği,2.500 €,İngilizce,,,,
WROCLAW MÜZİK AKADEMİSİ ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Ensturüman,3.500 €,İngilizce,,,,
Şan ,3.500 €,İngilizce,,,,
,,,,,,
,,,,,,
POZNAN GÜZEL SANATLAR AKADEMİSİ ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Resim  ve Çizim,5.000 €,İngilizce,Hazırlık 3800€,Heykel,6.000 €,İngilizce
Yeni Medya Sanatları,5.000 €,İngilizce,Ev Kirası  200€*300€                                 ,İç Tasarım,6.000 €,İngilizce
Grafik,5.000 €,İngilizce,Yurt 90€* 120€,İnter Medya,6.000 €,İngilizce
İç Tasarım,5.000 €,İngilizce,,Endüstriyel Tasarım,6.000 €,İngilizce
Endüstriyel Tasarımı,5.000 €,İngilizce,,Sahne Tasarımı,6.000 €,İngilizce
Ürün Tasarımı,5.000 €,İngilizce,,Ürün Tasarımı,6.000 €,İngilizce
Sahne Tasarımı,5.000 €,İngilizce,,Grafik Tasarımı,6.000 €,İngilizce
 Grafik Tasarım,5.000 €,İngilizce,,Atölye Grafik,6.000 €,İngilizce
Fotoğrafcılık,5.000 €,İngilizce,,Resim ve Cizim ,6.000 €,İngilizce
Heykel,5.000 €,İngilizce,,Fotoğrafcılık,6.000 €,İngilizce
POZNAN EKONOMİ ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Uluslararası İşletme,2.400 €,İngilizce,,E*İşletme,2.400 €,İngilizce
E*İşletme,2.400 €,İngilizce,,Finansal Mühendisiliği,2.400 €,İngilizce
Pazarlama ,2.400 €,İngilizce,Başvuru ücreti 200€,Uluslararası İşletme,2.400 €,İngilizce
Uluslararası Pazarlama ve İşletme,2.400 €,İngilizce,Ev Kirası  200€*300€                                 ,İnovatif İşletme,2.400 €,İngilizce
Finans,2.400 €,İngilizce,Yurt 90€* 120€,Finans,2.400 €,İngilizce
İşletmede Çevre ve Teknoloji,2.400 €,İngilizce,,İktisat,2.400 €,İngilizce
Üretim ve Süreç Yönetimi,2.400 €,İngilizce,,,,
POZNAN TIP ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Tıp ,12.700 €,İngilizce,Başvuru ücreti120€,,,
Diş Hekimliği,13.500 €,İngilizce,Ev Kirası  200€*300€                                 ,,,
Eczacılık,12.500 €,İngilizce,Yurt 90€* 120€,,,
Hemşirelik,5.700 €,İngilizce,Hazırlık:6500€,,,
Fizyoterapi,9.900 €,İngilizce,,,,
SZCZECİN  (LODZ)DENİZCİLİK ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Deniz Makineleri Mühendisliği,2.800 €,İngilizce,Hazırlık 2700€,Deniz Ulaştırma Mühendisliği,2.700 €,İngilizce
Gemi Kaptanlığı* Harita ve Navigasyon,2.600 €,İngilizce,Ev Kirası  200€*300€                                 ,,,
Ulaştırma Yönetimi Mühendisliği,2.600 €,İngilizce,Yurt 90€* 120€,,,
LODZ ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Ekonomi,2.500 €,İngilizce*Le,Başvuru ücreti120€,Ekonomi,2.500 €,İngilizce
İşletme,2.500 €,İngilizce,,İşletme,2.500 €,İngilizce
Yönetim ve Finans,2.500 €,İngilizce,Yurt 90€* 120€,Bilgisayar Bilimleri,2.500 €,İngilizce
Bilgisayar Bilimleri,2.500 €,İngilizce,Ev Kirası  200€*300€                                 ,Uluslararası İlişkiler,2.500 €,İngilizce
Uluslararası İlişkiler ve Siyaset Bilimi,2.500 €,İngilizce,,Çevre Koruma ve Restorasyonu Yönetimi,2.500 €,İngilizce
,,,,İngiliz Dili ve Edebiyatı,2.500 €,İngilizce
LODZ TIP ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Tıp,11.800 €,İngilizce,,Tıbbi BiyoTeknoloji,6.000 €,ingilizce
Diş Hekimliği,15.400 €,İngilizce,Başvuru ücreti120€,,,
Eczacılık,10.500 €,İngilizce,Yurt 90€* 120€,,,
FizikTedavi,10.500 €,İngilizce,Ev Kirası  200€*300€                                 ,,,
Hemşirelik,5.700 €,İngilizce,,,,
LODZ TEKNOLOJİ  ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Mimarlık  ve Şehir Planlama,4.000 €,İngilizce,Başvuru ücreti120€,Üretim Mühendisliği,4.000 €,İngilizce
Biyomedikal Mühendsliği,4.000 €,İngilizce,,Elektronik Mühendisliği,4.000 €,İngilizce
Biyoteknoloji,4.000 €,İngilizce,Yurt 90€* 120€,Telekomünikasyon ,4.000 €,İngilizce
Bilgisayar Bilimleri,4.000 €,İngilizce,Ev Kirası  200€*300€                                 ,Biyoteknoloji,4.000 €,İngilizce
Elektronik  Mühendisliği,4.000 €,İngilizce,,Bilgisayar Bilimleri,4.000 €,İngilizce
Telekomünikasyon ,4.000 €,İngilizce,,Makine Mühendisliği,4.000 €,İngilizce
Fizik Teknik,4.000 €,İngilizce,,İşletme Yönetimi,4.000 €,İngilizce
Makine Mühendisliği,4.000 €,İngilizce,,Biyoteknoloji,4.000 €,İngilizce
Üretim ve Süreç Yönetimi Mühendisliği,4.000 €,İngilizce,,Bilgisayar Bilimleri,4.000 €,İngilizce
Endüstri Mühendisliği,4.000 €,İngilizce,,Elektronik  Mühendisliği,4.000 €,İngilizce
Yönetim Mühendisliği,4.000 €,İngilizce,,Telekomünikasyon ,4.000 €,İngilizce
Bilgi Teknolojileri,4.000 €,İngilizce,,Fizik Teknik,4.000 €,İngilizce
Mekatronik Mühendisliği,4.000 €,İngilizce,,Makine Mühendisliği,4.000 €,İngilizce
Telekomünikasyon ,4.000 €,İngilizce,,Üretim ve Süreç Yönetimi Mühendisliği,4.000 €,İngilizce
Enerji Mühendisliği,4.000 €,İngilizce,,Endüstri Mühendisliği,4.000 €,İngilizce
İşletme,4.000 €,İngilizce,,Yönetim Mühendisliği,4.000 €,İngilizce
,,,,Bilgi Teknolojileri,4.000 €,İngilizce
,,,,Mekatronik Mühendisliği,4.000 €,İngilizce
,,,,Telekomünikasyon ,4.000 €,İngilizce
,,,,Enerji Mühendisliği,4.000 €,İngilizce
,,,,İşletme,4.000 €,İngilizce
LODZ MÜZİK AKADEMİSİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Ensturüman,4.000 €,İngilizce,,,,
Şan ,4.000 €,İngilizce,,,,
Moda Dizayn,3.500 €,İngilizce,,,,
,,,,,,
GDANSK TEKNOLOJİ (POLİTEKNİK) ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Mimarlık  ve Şehir Planlama,3.900 €,İngilizce,,Mimarlık,3.000 €,İngilizce
Bilgisayar Bilimi Data Mühendisliği,3.900 €,İngilizce,Toefl Ielts ,Otomatik Kontrol Mühendisliği ve Robotik,3.900 €,İngilizce
Makine Mühendisliği,3.900 €,İngilizce,Başvuru ücreti120€,İnşaat Mühendisliği,4.100 €,İngilizce
Enerji Mühendisliği,3.900 €,İngilizce,,Elektronik Haberleşme Sistemleri ve Ağları,3.900 €,İngilizce
Yönetim,3.900 €,İngilizce,Yurt 90€* 120€,Enerji ve Yeşil Teknolojiler,3.900 €,İngilizce
Gemi İnşatı ve Gemi Makineleri Mühendisliği,3.900 €,İngilizce,Ev Kirası  200€*300€                                 ,Nano Teknoloji ve İleri Malzeme Mühendisliği,3.900 €,İngilizce
Elektrik Kontrol Mühendisliği,3.900 €,İngilizce,,Tasarım Mühendisliği,3.900 €,İngilizce
,,,,Çevre Mühendisliği,4.100 €,İngilizce
,,,,Makine Mühendisliği,4.100 €,İngilizce
,,,,Okyanus Mühendisliği,4.100 €,İngilizce
GDANSK ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Tıbbi Fizik,3.250 €,İngilizce,Başvuru ücreti120€,,,
Kuantum Fizik,3.250 €,İngilizce,,,,
Matematik,3.250 €,İngilizce,Yurt 90€* 120€,,,
Uluslararası Ticaret,3.250 €,İngilizce,Ev Kirası  200€*300€                                 ,,,
Avrupa İş İdaresi,3.250 €,İngilizce,,,,
Finans ve Muhasebe,3.250 €,İngilizce,,,,
Psikoloji,3.250 €,İngilizce,,,,
Mimarlık,3.250 €,İngilizce,,,,
Jeoloji ,3.000 €,İngilizce,,,,
Uluslararası Ekonomik İlişkiler ve İşletme,1.550 €,İngilizce,,,,
Kriminoloji ve Ceza Hukuku,1.750 €,İngilizce,,,,
Kültürlerarası İletişim,1.500 €,İngilizce,,,,
Amerikan Kültürü ve Edebiyatı,2.000 €,İngilizce,,,,
İngiliz Dili ve Edebiyatı,2.000 €,İngilizce,,,,
Su Bilimleri ve Coğrafya,2.000 €,İngilizce,,,,
Biyoloji ,2.000 €,İngilizce,,,,
Biyoteknoloji,2.000 €,İngilizce,,,,
Kimya,2.000 €,İngilizce,,,,
Hukuk ,2.000 €,İngilizce,,,,
Ekonomi Bilimleri,2.000 €,İngilizce,,,,
GDANSK TIP ÜNİVERSİTESİ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Tıp ,10.400 €,İngilizce,Başvuru ücreti120€,,,
Eczacılık,8.000 €,İngilizce,,,,
Biyoteknoloji,5.000 €,İngilizce,Yurt 90€* 120€,,,
Hemşirelik,5.000 €,İngilizce,Ev Kirası  200€*300€                                 ,,,
Beslenme ve Diyetisyenlik,5.000 €,İngilizce,,,,
GDANSK STANİSLAW MONİUSZKO  MÜZİK AKADEMİSİ ,ÜCRET ,DİL ,EK GIDERLER BİLGİLER ,YUKSEK LİSANS,ÜCRET ,DİL 
Popüler*Caz,4.000 €,Lehçe İngilizce,,,,
Orkestra,4.000 €,Lehçe İngilizce,,,,
Bestecilik,4.000 €,Lehçe İngilizce,,,,
Müzikal,4.000 €,Lehçe İngilizce,,,,
Vokal,4.000 €,Lehçe İngilizce,,,,
Endüstrüman,4.000 €,Lehçe İngilizce,,,,
