,,,,Uluslararası iş ve Finans,3.200 €,Bulgarca ,,,
SOFYA KİMYA TEKNOLOJİLERİ VE METALURJİ ÜNİVERSİTESİ ,ÜCRET,DİL,YURT,,,,,,
Metalurji,2400€ Bulgarca,"İngilizce, Fransızca, Almanca",50€-70€,,,,,,
Kimya Mühendisliği,2.400 €,"İngilizce, Fransızca, Almanca",Hazırlık 2400€,,,,,,
Organik Kimya Mühendisliği,2.400 €,Bulgarca,,,,,,,
Malzemeler Bilgisi,2.400 €,Bulgarca,,,,,,,
İnorganik Kimya Mühendisliği,2.400 €,Bulgarca,,,,,,,
Endüstri Mühendisliği,2.400 €,Bulgarca,,,,,,,
Endüstriyel Kimya Mühendisliği,2.400 €,Bulgarca,,,,,,,
Bioteknojiler,2.400 €,Bulgarca,,,,,,,
Ekoloji Ve Çevre Koruma Mühendisliği,2.400 €,Bulgarca,,,,,,,
Otomasyon Ve İletişim Teknolojileri,2.400 €,Bulgarca,,,,,,,
İnşaat Mühendisliği,2.400 €,Bulgarca,,,,,,,
SOFYA MÜZİK AKADEMİSİ,ÜCRET,DİL ,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,DİL ,,,
Kompozisyon,4.000 €,Bulgarca ,YURT,Kompozisyon,6.600 €,Bulgarca ,,,
Piyano,4.000 €,Bulgarca ,50€-70€,Piyano,6.600 €,Bulgarca ,,,
Müzikal Teori ve Müzik Unsurları,4.000 €,Bulgarca ,Hazırlık 4000€,Müzikal Teori ve Müzik Unsurları,6.600 €,Bulgarca ,,,
Özel Parçalar Teorisi,4.000 €,Bulgarca ,,Özel Parçalar Teorisi,6.600 €,Bulgarca ,,,
Keman,4.000 €,Bulgarca ,1 Müzik Alet çalmak ,Keman,6.600 €,Bulgarca ,,,
Klasik Gitar,4.000 €,Bulgarca ,Nota Bilgisi Olmak ,Klasik Gitar,6.600 €,Bulgarca ,,,
Viyola,4.000 €,Bulgarca ,Yetenek Sınavı İle,Viyola,6.600 €,Bulgarca ,,,
Çello,4.000 €,Bulgarca ,Konservatuar Mezunu Direkt Alınır,Çello,6.600 €,Bulgarca ,,,
Kontrabas,4.000 €,Bulgarca ,,Viyola,6.600 €,Bulgarca ,,,
Flüt,4.000 €,Bulgarca ,,Çello,6.600 €,Bulgarca ,,,
Obua,4.000 €,Bulgarca ,,Kontrabas,6.600 €,Bulgarca ,,,
Klarnet,4.000 €,Bulgarca ,,Flüt,6.600 €,Bulgarca ,,,
Trompet,4.000 €,Bulgarca ,,Obua,6.600 €,Bulgarca ,,,
Trombon,4.000 €,Bulgarca ,,Klarnet,6.600 €,Bulgarca ,,,
Perküsyon Aletleri,4.000 €,Bulgarca ,,Trompet,6.600 €,Bulgarca ,,,
Klasik Şarkı,4.000 €,Bulgarca ,,Trombon,6.600 €,Bulgarca ,,,
Pop ve Caz,4.000 €,Bulgarca ,,Perküsyon Aletleri,6.600 €,Bulgarca ,,,
SOFYA SPOR AKADEMİSİ,ÜCRET,DİL ,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,DİL,DOKTORA,DİL,
Antrenörlük(İlgili Dallarda),3.200 €,Bulgarca ,YURT,Spor Sağlığı,3.200 €,Bulgarca ,Beden Eğitimi ve spor,Bulgarca  ,4.000 €
Spor Animatörlüğü,3.200 €,Bulgarca ,50€-70€,Spor Psikolojisi,3.200 €,Bulgarca ,Fizik tedavi Sporu,Bulgarca  ,4.000 €
Uyumlaştırılmış Fiziksel Aktivite Ve Spor,4.000 €,Bulgarca ,HAZIRLIK 3200€,Turizmde Spor Animasyonu,4.000 €,Bulgarca ,Spor Antrenörlük,Bulgarca  ,4.000 €
Spor Antrenörlüğü,3.200 €,Bulgarca ,Hazırlık sonrası  Giriş  Sınavı Yapılır,Spor Gazeteciliği,3.200 €,Bulgarca ,,,
Spor Yorumculuğu,3.200 €,Bulgarca ,Koçu*Atlatizm*Fitnees Aktivite,Beden Eğitimi,4.000 €,Bulgarca ,,,
Beden Eğitimi ve Spor,3.200 €,Bulgarca ,,Spor Fizik Tedavi,4.000 €,Bulgarca ,,,
Beden Eğitimi Öğretmenliği,3.200 €,Bulgarca ,,Spor Yönetimi,4.000 €,Bulgarca ,,,
SOFYA ST.IVAN RİLSKİ MADENCİLİK VE JEOLOJİ ÜNİVERSİTESİ ,ÜCRET,DİL ,EK BİLGİLER,,,,,,
Maden Mühendisliği ,2.800 €,İngilizce,Hazırlık 2500€,,,,,,
Otomasyon ve Bilgi Kontrol Teknolojileri Mühendisliği,2.800 €,Bulgarca ,Yukseklisans 3300€,,,,,,
BiyoTeknoloji*Elektrik Mühendisliği,2.800 €,Bulgarca ,,,,,,,
Gaz*Yakıt ve Arıtma Ekipmanları Teknolojisii Mühendisliği,2.800 €,Bulgarca ,,,,,,,
Hidrojeoloji Mühendisliği,2.800 €,Bulgarca ,,,,,,,
Geoİnformatik Mühendisliği,2.800 €,Bulgarca ,,,,,,,
HamMadde ve Geri Dönüşüm Mühendisliği ,2.800 €,Bulgarca ,,,,,,,
Ekoloji ve Çevre Koruma Mühendisliği,2.800 €,Bulgarca ,,,,,,,
Makine Mühendisliği,2.800 €,Bulgarca ,,,,,,,
Kaynak Üretim Yönetimi ve Mühendisliği,2.800 €,Bulgarca,,,,,,,
YerAltı İnsaat Mühendisliği,2.800 €,Bulgarca ,,,,,,,
Jeodezi Mühendisliği*Harita Kadastro Mühendisliği,2.800 €,Bulgarca ,,,,,,,
JeoFizik  mühendisliği* Jeoloji Mühendisliği,2.800 €,Bulgarca ,,,,,,,
Petrol Gaz Sondaj* Üretİm ve Ulaştırma Mühendisliği,2.800 €,Bulgarca,,,,,,,
PLEVEN TIP ÜNİVERSİTESİ ,ÜCRET,DİL ,YURT,YÜKSEK LİSANS 3 ile 5 Yıl arası,ÜCRET,DİL ,DOKTORA,ÜCRET,
Tıp ,8000€ 2.4.Sınıflar 7500€,İngilizce ,70€-80€,Sağlık Yönetimi,6.000 €,Bulgarca ,Tıp Uzmanlığı,4000€-6000€,
Eczacılık,8.500 €,Bulgarca ,HAZIRLIK 4000€,Ergoterapi,6.000 €,Bulgarca ,,,
Hemşirelik,3.200 €,Bulgarca ,Dil Muafiyet 200€,Tıbbi Rehabilitasyon,6.000 €,Bulgarca ,,,
Ebelik,3.200 €,Bulgarca ,,Sağlık Yönetimi,6.000 €,Bulgarca ,,,
Eczacı yardımcılığı,3.200 €,Bulgarca ,İlk Yıl Eğitim Şubat Ayında Başlar,Halk Sağlığı,6.000 €,Bulgarca ,,,
Rontgen*Radyoloji Teknikeri,3.200 €,Bulgarca ,18 Kasım  Mülakat,,4.800 €,,,,
Tıbbi Kozmetik,3.200 €,Bulgarca ,,,,,,,
Halk Sağlığı ve Yönetimi,3.000 €,Bulgarca ,,,,,,,
Fizik Tedavi,3.200 €,Bulgarca ,,,,,,,
Sağlık Yönetimi,3.200 €,Bulgarca ,,,,,,,
Sağlık Hizmeti,3.000 €,Bulgarca ,,,,,,,
Tıbbi Rehabilitasyon Ve Ergoterapi,3.000 €,Bulgarca ,,,,,,,
Kineziterapi,3.200 €,Bulgarca ,,,,,,,
,,,,,,,,,
VARNA TIP ÜNİVERSİTESİ,ÜCRET,DİL ,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,DİL ,,,
Tıp,8000€-9000€,Bulgarca-İngilizce,Hazırlık 3000€,Kamu Sağlığı Yönetimi,4.000 €,Bulgarca ,,,
Diş Hekimliği,8000€-9000€,Bulgarca-İngilizce,Dil Muafiyet 250€,,,,,,
Eczacılık,6.000 €,Bulgarca,YURT  50€-70€,,,,,,
Hemşirelik,3.000 €,Bulgarca,,,,,,,
Ebelik,3.000 €,Bulgarca,,,,,,,
Sağlık Yönetimi,3.000 €,Bulgarca,,,,,,,
İlaç Endüstrisi ve Bakım,3.000 €,Bulgarca,,,,,,,
Halk Sağlığı Koruma ve Kontrol,3.000 €,Bulgarca,,,,,,,
Laborant,3.000 €,Bulgarca,,,,,,,
Eczacı Asistanlığı,3.000 €,Bulgarca,,,,,,,
Sağlık Asistanı ,3.000 €,Bulgarca,,,,,,,
Diş Teknisyeni ,3.000 €,Bulgarca,,,,,,,
Optisyenlik,3.000 €,Bulgarca,,,,,,,
Tıbbi Kozmetik,3.000 €,Bulgarca,,,,,,,
Askeri Tıp,3.000 €,Bulgarca,,,,,,,
Halk Sağlığı Müfettişliği,3.000 €,Bulgarca,,,,,,,
Radyoloji,3.000 €,Bulgarca,,,,,,,
VARNA YÖNETİM ÜNİVERSİTESİ,ÜCRET,DİL,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,,,,
Yazılım sistemleri ve Teknolojileri Mühendisliği,3.900 €,İngilizce ,Hazırlık 3000€,Uluslararası konaklama,5.850 €,,,,
Bilişim Sistemleri Mühendisliği,3.900 €,İngilizce ,Dil Muafiyet 250€,Turizm İşletmeciliği,4.950 €,,,,
Turizm işletmeciliği ve Pazarlaması,3.900 €,İngilizce ,YURT OTELİ,İşletme MBA ,4.950 €,,,,
Uluslararası Otelcilik ve İşletmeciliği,3.900 €,İngilizce ,200 €,,,,,,
Turizm ve Otel Yönetimi,3.900 €,İngilizce ,,,,,,,
Uluslararası Bankacılık ve Finans,3.900 €,İngilizce ,,,,,,,
Uluslararası Ticaret ve Yönetim,3.900 €,İngilizce ,,,,,,,
İşletme,3.900 €,İngilizce ,,,,,,,
Uluslararası Finans,3.900 €,İngilizce ,,,,,,,
Pazarlama ve Yönetim,3.900 €,İngilizce ,,,,,,,
Mutfak Yemek Sanatı 3+2 Yıl Gastronomi,3.900 €,İngilizce ,,,,,,,
VARNA TEKNİK ÜNİVERSİTESİ ,ÜCRET,DİL ,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,DİL ,,,
Bilgisayar Sistemleri ve Teknolojileri,2.400 €,İngilizce ,Hazırlık 2500€,Yenilenebilir Enerji Kaynakları,3.500 €,İngilizce,,,
Yazılım ve İnternet Teknolojileri,2.400 €,İngilizce ,Dil Muafiyet 250€,Sosyal pedagojik yönetimi,3.500 €,İngilizce,,,
Yapay Zeka,2.400 €,İngilizce ,YURT,Gemi Kaptanlığı,3.500 €,İngilizce,,,
Siber Güvenlik,2.400 €,İngilizce ,50€-70€,Gemi İnşaat ve Deniz Mühendisliği ,3.500 €,İngilizce,,,
Bilgi ve İletişim Teknolojileri,2.400 €,İngilizce ,,Telekomünikasyon ve Mobil Teknolojileri,3.500 €,İngilizce,,,
Elektronik Mühendisliği,2.400 €,İngilizce ,,Elektronik,3.500 €,İngilizce,,,
Biyomedikal Elektronik Mühendisliği,2.400 €,İngilizce ,,Bilgisayar Ağları ve İletişim ,3.500 €,İngilizce,,,
Gemİ Kaptanlığı,2.400 €,İngilizce ,,Yazılım Mühendisliği,3.500 €,İngilizce,,,
Gemi Makineleri ve Mekanizmaları,2.400 €,İngilizce ,,Tohum  Üretimi ve Bitki Koruması,3.500 €,İngilizce,,,
Gemi İnşaatı  ve Deniz Mühendisliği ,2.400 €,İngilizce ,,Tohum  Üretimi ve Bitki Malzeme Üretimi ,3.500 €,İngilizce,,,
Su Taşımacılığı ve Lojistik  Yönetimi,2.400 €,İngilizce ,,Endüstriyel Yönetim,3.500 €,İngilizce,,,
Isı Mühendisliği ve Yatırım Tasarımı Yönetimi,2.400 €,İngilizce ,,Kurumsal Yönetim,3.500 €,İngilizce,,,
Yenilenebilir Enerji Kaynakları,2.400 €,İngilizce ,,Teknolojik Girişimcilik ve Yenilikler,3.500 €,İngilizce,,,
Sosyal Yönetim,2.400 €,İngilizce ,,,,,,,
Teknolojik Girişimcilik ve İnovasyon,2.400 €,İngilizce ,,,,,,,
Endüstriyel Yönetim Argonomi,2.400 €,İngilizce ,,,,,,,
Otomotiv Elektroniği,2.400 €,İngilizce ,,,,,,,
Elektronik Mühendisliği,2.400 €,İngilizce ,,,,,,,
Agronomi,2.400 €,İngilizce ,,,,,,,
Endüstriyel Yönetim,2.400 €,İngilizce ,,,,,,,
Teknolojik Girişimcilik ve İnovasyon,2.400 €,İngilizce ,,,,,,,
İmalat Mühendisliği,2.400 €,Bulgarca ,,,,,,,
Otomasyon Bilgi ve Bilgisayar Kontrol Sistemleri,2.400 €,Bulgarca ,,,,,,,
Çevre Mühendisliği,2.400 €,Bulgarca ,,,,,,,
Afet ve Kazalardan Korunma,2.400 €,Bulgarca ,,,,,,,
Endüstriyel Tasarım,2.400 €,Bulgarca ,,,,,,,
Gemi Elektrik Ekipmanları,2.400 €,Bulgarca ,,,,,,,
Elektrik Gücü ve Elektrik Ekipmanları,2.400 €,Bulgarca ,,,,,,,
Elektrik Gücü ve Elektrik Döşemeciliği ,2.400 €,Bulgarca ,,,,,,,
Elektrik Enerjisi,2.400 €,Bulgarca ,,,,,,,
Elektrik Mühendisliği ve Elektrik Teknolojisi,2.400 €,Bulgarca ,,,,,,,
Otomotiv Mühendisliği,2.400 €,Bulgarca ,,,,,,,
Robotik ve Mekatronik Mühendisliği,2.400 €,Bulgarca ,,,,,,,
Mekanik Bilgisayar Teknolojileri,2.400 €,Bulgarca ,,,,,,,
Ulaştırma Mühendisliği ve Teknolojileri,2.400 €,Bulgarca ,,,,,,,
Makine İnşaat Mühendisliği ve Teknolojileri,2.400 €,Bulgarca ,,,,,,,
Otomasyon  Mühendisliği,2.400 €,Bulgarca ,,,,,,,
İnşaat Yönetimi,2.400 €,Bulgarca ,,,,,,,
VARNA SERBEST(FREE)ÜNİVERSİTESİ ,ÜCRET,DİL,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,DİL,,,
Psikoloji,1.450 €,Ingilizce*Rusça*Bulgarca ,YURT,İşletme ve Yönetim ,1.650 €,İngilizce ,,,
Hukuk,1.450 €,Ingilizce*Rusça*Bulgarca ,50€-70€,Kamu Yönetmi,1.650 €,İngilizce ,,,
İşletme Yönetimi ve İşletmeciliği,1.450 €,Ingilizce*Rusça*Bulgarca ,Hazırlık 2500€*Bulgarca 2300€,Uluslararası Ekonomik İlişkiler,1.650 €,İngilizce ,,,
Kamu Yönetimi ve Yönetimi,1.450 €,Ingilizce*Rusça*Bulgarca ,,Finans ve Muhasebe,1.650 €,İngilizce ,,,
Uluslararası Ekonomik İlişkiler,1.450 €,Ingilizce*Rusça*Bulgarca ,,Uluslararası Ticaret,1.650 €,İngilizce ,,,
Uluslararası Ticaret,1.450 €,Ingilizce*Rusça*Bulgarca ,,Bilişim ve Bilgisayar Bilimi  tr,1.650 €,İngilizce ,,,
Bilişim ve Bilgisayar Bilimi,1.450 €,Ingilizce*Rusça*Bulgarca ,,Hukuk,1.650 €,İngilizce ,,,
Mimarlık ,1.450 €,Ingilizce*Rusça*Bulgarca ,,Suçla Mücadele ve Kamu Düzenin Korunması,1.650 €,İngilizce ,,,
İç Tasarım,1.450 €,Ingilizce*Rusça*Bulgarca ,,Ulusal Güvenlik,1.650 €,İngilizce ,,,
Grafik Tasarım,1.450 €,Ingilizce*Rusça*Bulgarca ,,Moda Sitil ve Yönetimi,1.650 €,İngilizce ,,,
Su ve Sanitasyon,1.450 €,Ingilizce*Rusça*Bulgarca ,,Grafik Tasarım,1.650 €,İngilizce ,,,
yangın ve Acil Durum Güvenliği,1.450 €,Ingilizce*Rusça*Bulgarca ,,Kareografi,1.650 €,İngilizce ,,,
Koreografi,1.450 €,Ingilizce*Rusça*Bulgarca ,,Mimarlık,1.800 €,İngilizce ,,,
Moda Tasarımı,1.450 €,Ingilizce*Rusça*Bulgarca ,,İç Tasarım,1.650 €,İngilizce ,,,
Koreografi Sahneleme ve Sanat Yönetimi,1.450 €,Ingilizce*Rusça*Bulgarca ,,Bina ve Tesis İnşaatı,1.650 €,İngilizce ,,,
Moda ve Tekstil Tasarımı,1.450 €,Ingilizce*Rusça*Bulgarca ,,Yangın ve Acil Durum Güvenliği,1.650 €,İngilizce ,,,
Grafik ve Dizayn Sahne Sanatı,1.450 €,Ingilizce*Rusça*Bulgarca ,,,,,,,
Yaratıcı Üretim Oyunculuk,1.450 €,Ingilizce*Rusça*Bulgarca ,,,,,,,
Ulusal Güvenlik Koruması,1.450 €,Ingilizce*Rusça*Bulgarca ,,,,,,,
Bina yapı ve İnşaatı,1.800 €,Ingilizce*Rusça*Bulgarca ,,,,,,,
İnşaat Mühendisliği,1.800 €,Ingilizce*Rusça*Bulgarca ,,,,,,,
Mimarlık ve Şehircilik,1.800 €,Ingilizce*Rusça*Bulgarca ,,,,,,,
Nakliye ve İnşaat ,1.800 €,Ingilizce*Rusça*Bulgarca ,,,,,,,
VARNA EKONOMİ ÜNİVERSİTESİ,ÜCRET,DİL ,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,DİL,DOKTORA,ÜCRET,
Uluslararası İşletme,3.000 €,İngilizce  ,YURT,Uluslararası İşletme ve Yönetimi,3.000 €,İngilizce  ,Ekonomi,3.000 €,
İşletme ve Yönetimi,3.000 €,İngilizce  ,50€-70€,Kamu Maliyesi,3.000 €,Bulgarca ,Politik Ekonomi,3.000 €,
Muhasebe,3.000 €,İngilizce  ,Hazırlık 3000€,Banka Yönetimi,3.000 €,Bulgarca ,Finans,3.000 €,
Turizm Otel ve Restoran Yönetimi,3.000 €,Bulgarca ,,Kurumsal Finansman,3.000 €,Bulgarca ,Ticaret Hukuku,3.000 €,
Muhasebe ve Denetim,3.000 €,Bulgarca ,,Kurumsal İşletme Yönetimi,3.000 €,Bulgarca ,İş Hukuku Ve Güvenlik,3.000 €,
Maliye,3.000 €,Bulgarca ,,Global Ticaret Yönetimi,3.000 €,Bulgarca ,,,
Sosyal Güvenlik ve Sigortacılık,3.000 €,Bulgarca ,,Girişimcilik,3.000 €,Bulgarca ,,,
Muhasebe ve Finans,3.000 €,Bulgarca ,,Lojistik Yönetimi,3.000 €,Bulgarca ,,,
Ekonomi ve Ticaret,3.000 €,Bulgarca ,,Gayrimenkul ve Yatırım,3.000 €,Bulgarca ,,,
İşletme Ekonomisi,3.000 €,Bulgarca ,,İşletme Ekonomisi,3.000 €,Bulgarca ,,,
Girişimcilik ve Yatırım Yönetimi,3.000 €,Bulgarca ,,Tarımsal İşletme,3.000 €,Bulgarca ,,,
Gayrimenkul ve Yatırımı,3.000 €,Bulgarca ,,Proje Yönetimi,3.000 €,Bulgarca ,,,
Pazarlama,3.000 €,Bulgarca ,,Malların Kalitesi ve Uzmanlığı,3.000 €,Bulgarca ,,,
Dijital Medya Animasyon ve Halkla İlişkiler,3.000 €,Bulgarca ,,Satış Yönetimi ve Mağazacılık,3.000 €,Bulgarca ,,,
Uluslararası Ekonomi İlişkiler,3.000 €,Bulgarca ,,Reklam ve Medya İletişimi,3.000 €,Bulgarca ,,,
,,,,Uluslararası İşletme,3.000 €,Bulgarca ,,,
,,,,Organizasyonların Yönetimi,3.000 €,Bulgarca ,,,
,,,,insan Kaynakları Yönetimi,3.000 €,Bulgarca ,,,
,,,,Kamu Yönetimi ve İdaresi,3.000 €,Bulgarca ,,,
,,,,Uluslararası Turizm İşletmesi,3.000 €,Bulgarca ,,,
,,,,Pazarlama,3.000 €,Bulgarca ,,,
,,,,Mobil ve Web Teknolojileri,3.000 €,Bulgarca ,,,
VARNA DENİZCİLİK (NAVAL) AKADEMİSİ ,ÜCRET,DİL ,EK GİDERLER ,YÜKSEK LİSANS ,ÜCRET,DİL ,DOKTORA,ÜCRET,
Gemi Kaptanlığı,3.000 €,İngilizce ,YURT,Deniz İşletmeleri Mühendisliği,3.500 €,Bulgarca ,"Gemi İnşaatı Teknolojisi ve Organizasyonu, ",4.600 €,Bulgarca 
Gemi Elektroniği,3.000 €,İngilizce ,50€-70€,Gemi Onarım Teknolojisi,3.500 €,Bulgarca ,Gemi Makineleri ve Mekanizmaları,4.600 €,Bulgarca 
Okyanus Ve Nehir Taşımacılığı,3.000 €,İngilizce ,Hazırlık 3000€,Filo ve Liman Yönetimi,3.500 €,Bulgarca ,Radar ve Radyo Navigasyonu,4.600 €,Bulgarca 
Gemi Elektroniği,3.000 €,İngilizce ,,Bilgi ve İletişim Teknolojileri,3.500 €,Bulgarca ,Geminin Elektrik Temini ve Donanımı,4.600 €,Bulgarca 
Radar Sistemleri Mühendisliği,3.000 €,İngilizce ,,Okyanus ve Nehir Mühendisliği ve Yönetimi,3.500 €,Bulgarca ,Gemi Yönetimi ve Navigasyon,4.600 €,Bulgarca 
Gemi Tamir Teknolojileri,3.000 €,İngilizce ,,Siber Güvenlik,3.500 €,Bulgarca ,Su Taşıma,4.600 €,Bulgarca 
Gemi Liman Ve Filo Teknolojileri Ve İşletmeciliği,3.000 €,İngilizce ,,Gemi Makineleri Ve Mekanizmaları,3.500 €,Bulgarca ,Deniz ve Liman İşletilmesi,4.600 €,Bulgarca 
Gemi Makine Ve Mekanizmaları,3.000 €,İngilizce ,,Filo ve Liman Yönetimi,3.500 €,Bulgarca ,Uygulamalı Mekanik,4.600 €,Bulgarca 
Gemi Liman Ve Filo Taşımacılığı,3.000 €,İngilizce ,,Su Taşıma Yönetimi,3.500 €,Bulgarca ,Otomatik Bilgi İşleme ve Kontrol Sistemleri,4.600 €,Bulgarca 
Navigasyon,3.000 €,Bulgarca ,,Bilgi İletişim Teknolojileri,3.500 €,Bulgarca ,Malzeme Organizasyon ve Yönetimi,4.600 €,Bulgarca 
Gemi Elektroniği,3.000 €,Bulgarca ,,,,,Askeri Psikoloji,4.600 €,Bulgarca 
Siber Güvenlik,3.000 €,Bulgarca ,,,,,,,
Denizcilik İletişim Teknolojileri,3.000 €,Bulgarca ,,,,,,,
Su Taşıma Yönetimi,3.000 €,Bulgarca ,,,,,,,
Filo Ve Liman Yönetimi,3.000 €,Bulgarca ,,,,,,,
Deniz Lojistik,3.000 €,Bulgarca ,,,,,,,
Nehir Taşımacılığı,3.000 €,Bulgarca ,,,,,,,
Yolcu Gemilerinin Yönetimi,3.000 €,Bulgarca ,,,,,,,
Gemi Makineleri Ve Makanizmaları,3.000 €,Bulgarca ,,,,,,,
Bilgi İletişim Teknolojileri,3.000 €,Bulgarca ,,,,,,,
Geminin Elektrik Donanımı,3.000 €,Bulgarca ,,,,,,,
Okyanus Mühendisliği,3.000 €,Bulgarca ,,,,,,,
Akıllı Ulaşım Sistemleri (Mekatronik),3.000 €,Bulgarca ,,,,,,,
STARO ZAGORA (TRAKYA)ÜNİVERSİTESİ ,ÜCRET,DİL ,EK GİDERLER ,,,,,,
Tıp,6500€-7500€,Bulgarca-İngilizce ,YURT,,,,,,
Veterinerlik,3500€-4500€,Bulgarca-İngilizce ,50€-70€,,,,,,
Ziraat Mühendisliği,3000€-4165€,Bulgarca-İngilizce ,Hazırlık 2200€*3500€,,,,,,
Ekoloji Ve Çevre Koruma,2640€-3600€,Bulgarca-İngilizce ,,,,,,,
Tarım Mühendisliği,2640€-3600€,Bulgarca-İngilizce ,,,,,,,
Balıkçılık Ve Su Ürünleri Yetiştirme,3000€-4026€,Bulgarca-İngilizce ,,,,,,,
Hayvanat Bahçesi Mühendisliği,3000€-4026€,Bulgarca-İngilizce ,,,,,,,
Tıbbi Rehabilitasyon Ergoterapi,2.463 €,Bulgarca   ,,,,,,,
Rehabilitasyon Laboratuvar,4.165 €,Bulgarca   ,,,,,,,
Hemşirelik ,4.265 €,Bulgarca   ,,,,,,,
Ebelik,4.265 €,Bulgarca   ,,,,,,,
Motorlu Taşıtlar Ve Tarım Makinaları,2.250 €,Bulgarca   ,,,,,,,
Tarım Ekonomisi,1153€-3000€,Bulgarca-İngilizce ,,,,,,,
Tasarım Teknolojisi Moda Endeksi,2.500 €,Bulgarca   ,,,,,,,
Otomasyon Ve Bilgi Sistemi,2.500 €,Bulgarca   ,,,,,,,
Elektrik Mühendisliği,2.500 €,Bulgarca   ,,,,,,,
Isı Ve Gaz Temini,2.500 €,Bulgarca   ,,,,,,,
Gıda Teknoloji,2.500 €,Bulgarca   ,,,,,,,
Özel Pedagoji,1.366 €,Bulgarca   ,,,,,,,
Okul Öncesi,1.366 €,Bulgarca   ,,,,,,,
İlkokul Öğretmenliği,1.366 €,Bulgarca   ,,,,,,,
Sosyal Pedagoji,1.366 €,Bulgarca   ,,,,,,,
Bilgi Teknolojisi,1.366 €,Bulgarca   ,,,,,,,
İktisat,2.000 €,Bulgarca   ,,,,,,,
İşletme,2.000 €,Bulgarca   ,,,,,,,
Tarım,2.000 €,Bulgarca   ,,,,,,,
